docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
njp.32101071963480,"Rousseau, Jean-Jacques","Rousseau, Jean-Jacques",1712-1778.,1790.0,1778.0,s,1790,    ,"London;Printed for G.G.J. and J. Robinson, and J. Bew;1790.",1790,,,"1712-1778|Correspondence|Rousseau, Jean-Jacques",,,16894767.0,enk,8980647,1,1.0,1.0,vol. 1,1.0,"The confessions of J.J. Rousseau, citizen of Geneva : | part the second ; to which is added, a new collection of letters from the author ; translated from the French.",,True,"The confessions of J.J. Rousseau, citizen of Geneva : part the second ; to which is added, a new collection of letters from the author ; translated from the French",0.6971490928414618,0.2222466188446428,Jean,m,8.668903803131991,7.380308194325582,26.61915367483296,7.193486143421907,230.5567928730512,914.5808502934012,1.8,['unknown'],['unknown']
hvd.hn2u4x,"Keate, George","Keate, George",1729-1797.,1790.0,1790.0,s,1790,    ,London;J. Dodsley;1790.,1790,4th ed.,,,Margate (England),,1452965.0,enk,9712096,1,2.0,2.0,v.2,2.0,"Sketches from nature; | taken, and coloured, in a journey to Margate. Published from the original designs / | $c: by George Keate.",,True,"Sketches from nature; taken, and coloured, in a journey to Margate. Published from the original designs",0.2286608797650275,0.301989600800341,George,m,4.663677130044843,3.900339841943333,21.521929824561404,17.00390504770699,151.32456140350877,1252.0964142813173,2.1,['unknown'],['unknown']
nyp.33433074918859,"Adams, John","Adams, John",1750?-1814.,1791.0,1791.0,s,1791,    ,London;G. Kearsley;1791.,1791,,,English fiction,,,37208625.0,enk,8667228,1,1.0,1.0,,,"Elegant tales, histories, and epistles of a moral tendency; | on love, friendship, matrimony, conjugal felicity, jealousy, constancy, magnanimity, cheerfulness, and other important subjects, | $c: by the author of Woman; or, Historical sketches of the fair sex ...",,True,"Elegant tales, histories, and epistles of a moral tendency; on love, friendship, matrimony, conjugal felicity, jealousy, constancy, magnanimity, cheerfulness, and other important subjects",0.373850361843535,0.1190609898621482,John,m,10.46530612244898,21.746755518533945,29.726166328600407,17.902702747182666,268.7870182555781,2116.114882184251,2.3,['fiction'],['unknown']
mdp.39015024477674,"Mrs. Gunning, (Susannah)","Gunning, (Susannah), Mrs",1740?-1800.,1792.0,1792.0,s,1792,    ,London;Printed for W. Lane;1792.,1792,,,,,,23625306.0,enk,245027,1,1.0,1.0,v.1,1.0,Anecdotes of the Delborough family. | A novel ... | $c: By Mrs. Gunning.,,True,Anecdotes of the Delborough family. A novel,0.0350568344873572,0.0132752346490488,Susannah,f,4.91358024691358,6.5727785398567296,20.637450199203187,28.69325883716132,163.29482071713147,2413.6102919001287,0.9,['fiction'],['unknown']
uc2.ark+=13960=t9t14wb76,,,,1792.0,1792.0,s,1792,    ,Edinburgh;Printed for G. Mudie [etc.] 1792.,1792,,,,,,4734602.0,enk,7685342,1,1.0,1.0,v.2,2.0,Arabian tales;,,True,Arabian tales;,0.3275285661046669,0.4846030146598697,,unknown,11.2375296912114,12.41863902821582,33.95764705882353,16.214676816608996,262.6635294117647,1303.2585522491352,1.8,['fiction'],['unknown']
njp.32101048392763,,,,1792.0,1792.0,s,1792,    ,Edinburgh;G. Mudie;1792.,1792,,,,,,4429493.0,stk,8896436,1,1.0,1.0,v.1,1.0,"Arabian tales : | being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories / | $c: tr. from the  Arabian manuscript into French, by Chavis and Cazotte, and now tr. into English from the last French edition.",,True,"Arabian tales : being a continuation of the Arabian nights entertainments, consisting of one thousand and one stories",0.2025917691489518,0.0596755003078886,,unknown,11.065104166666666,9.665032280815971,29.668367346938776,25.6247136609746,258.40561224489795,2756.690070543524,1.3,['unknown'],['unknown']
mdp.39015031644233,,,,1793.0,1793.0,s,1793,    ,London;Printed for Hookham & Carpenter;1793.,1793,,,,,PZ3.M6675,23628563.0,enk,450124,1,1.0,1.0,ser.2 no.2666/v.1 1793,2.0,"The Minstrel; | or, Anecdotes of distinguished personages in the fifteenth century [a novel]",,True,"The Minstrel; or, Anecdotes of distinguished personages in the fifteenth century [a novel]",0.2497201244868522,0.0401824614751409,,unknown,5.547140649149923,5.774825672644401,23.69724770642202,12.14993126280055,176.86544342507645,1190.370273733038,1.4,['fiction'],['fiction and juvenile belles lettres']
nyp.33433074931506,,,,1793.0,1793.0,s,1793,    ,London;C. and G. Kearsley;1793.,1793,,,Wit and humor,,,32399529.0,enk,8637164,1,1.0,1.0,,,"The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters; | $c: procured and selected by G--- K---, summer resident at Windsor.",,True,"The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters;",0.8617990460781128,0.1745057508078536,,unknown,8.459770114942529,9.627691901175847,29.51363636363636,25.908904958677685,233.6590909090909,1950.4519628099167,0.9,['unknown'],['unknown']
nyp.33433088073691,,,,1793.0,1793.0,s,1793,    ,"London;Printed for John Stockdale, Piccadilly;1793.",1793,,,Aesop|Fables,,,24036316.0,enk,8681865,1,1.0,1.0,v. 1,1.0,The fables of AEsop : | with a life of the author : and embellished with one hundred & twelve plates.,,True,The fables of AEsop : with a life of the author : and embellished with one hundred & twelve plates,0.902972439552745,0.9642032662921716,,unknown,5.745689655172414,7.422395214030915,16.448979591836736,34.05964181591004,137.79183673469387,3511.626055810079,1.6,['unknown'],['unknown']
nnc1.1002330652,"Moser, Joseph","Moser, Joseph",1748-1819.,1794.0,1794.0,s,1794,    ,London;1794.,1794,,,,,,35122360.0,enk,8405386,1,1.0,1.0,v.1,1.0,Turkish tales.,,True,Turkish tales,0.2629399340547395,0.4167461828583683,Joseph,m,4.568627450980392,8.549211841599385,17.31132075471698,10.167230331078676,109.16509433962264,720.9491589533641,1.6,['unknown'],['unknown']
